item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
58,admired,embed,local,1,a,none,none,mechanic,senator,injured,himself,The mechanic that the senator admired injured himself . <eos>,The mechanic that the senator admired injured himself .
58,admired,embed,local,1,b,none,none,senator,mechanic,injured,himself,The senator that the mechanic admired injured himself . <eos>,The senator that the mechanic admired injured himself .
58,admired,embed,local,1,c,none,none,banker,senator,injured,himself,The banker that the senator admired injured himself . <eos>,The banker that the senator admired injured himself .
58,admired,embed,local,1,d,none,none,senator,banker,injured,himself,The senator that the banker admired injured himself . <eos>,The senator that the banker admired injured himself .
58,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,injured,himself,The mechanics that the senator admired injured himself . <eos>,The mechanics that the senator admired injured himself .
58,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,injured,himself,The senators that the mechanic admired injured himself . <eos>,The senators that the mechanic admired injured himself .
58,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,injured,himself,The bankers that the senator admired injured himself . <eos>,The bankers that the senator admired injured himself .
58,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,injured,himself,The senators that the banker admired injured himself . <eos>,The senators that the banker admired injured himself .
58,admired,embed,local,1,a,rc_subj,number,mechanic,senators,injured,himself,The mechanic that the senators admired injured himself . <eos>,The mechanic that the senators admired injured himself .
58,admired,embed,local,1,b,rc_subj,number,senator,mechanics,injured,himself,The senator that the mechanics admired injured himself . <eos>,The senator that the mechanics admired injured himself .
58,admired,embed,local,1,c,rc_subj,number,banker,senators,injured,himself,The banker that the senators admired injured himself . <eos>,The banker that the senators admired injured himself .
58,admired,embed,local,1,d,rc_subj,number,senator,bankers,injured,himself,The senator that the bankers admired injured himself . <eos>,The senator that the bankers admired injured himself .
59,admired,embed,local,1,a,none,none,mechanic,senator,congratulated,himself,The mechanic that the senator admired congratulated himself . <eos>,The mechanic that the senator admired congratulated himself .
59,admired,embed,local,1,b,none,none,senator,mechanic,congratulated,himself,The senator that the mechanic admired congratulated himself . <eos>,The senator that the mechanic admired congratulated himself .
59,admired,embed,local,1,c,none,none,banker,senator,congratulated,himself,The banker that the senator admired congratulated himself . <eos>,The banker that the senator admired congratulated himself .
59,admired,embed,local,1,d,none,none,senator,banker,congratulated,himself,The senator that the banker admired congratulated himself . <eos>,The senator that the banker admired congratulated himself .
59,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,congratulated,himself,The mechanics that the senator admired congratulated himself . <eos>,The mechanics that the senator admired congratulated himself .
59,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,congratulated,himself,The senators that the mechanic admired congratulated himself . <eos>,The senators that the mechanic admired congratulated himself .
59,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,congratulated,himself,The bankers that the senator admired congratulated himself . <eos>,The bankers that the senator admired congratulated himself .
59,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,congratulated,himself,The senators that the banker admired congratulated himself . <eos>,The senators that the banker admired congratulated himself .
59,admired,embed,local,1,a,rc_subj,number,mechanic,senators,congratulated,himself,The mechanic that the senators admired congratulated himself . <eos>,The mechanic that the senators admired congratulated himself .
59,admired,embed,local,1,b,rc_subj,number,senator,mechanics,congratulated,himself,The senator that the mechanics admired congratulated himself . <eos>,The senator that the mechanics admired congratulated himself .
59,admired,embed,local,1,c,rc_subj,number,banker,senators,congratulated,himself,The banker that the senators admired congratulated himself . <eos>,The banker that the senators admired congratulated himself .
59,admired,embed,local,1,d,rc_subj,number,senator,bankers,congratulated,himself,The senator that the bankers admired congratulated himself . <eos>,The senator that the bankers admired congratulated himself .
60,admired,embed,local,1,a,none,none,mechanic,senator,embarrassed,himself,The mechanic that the senator admired embarrassed himself . <eos>,The mechanic that the senator admired embarrassed himself .
60,admired,embed,local,1,b,none,none,senator,mechanic,embarrassed,himself,The senator that the mechanic admired embarrassed himself . <eos>,The senator that the mechanic admired embarrassed himself .
60,admired,embed,local,1,c,none,none,banker,senator,embarrassed,himself,The banker that the senator admired embarrassed himself . <eos>,The banker that the senator admired embarrassed himself .
60,admired,embed,local,1,d,none,none,senator,banker,embarrassed,himself,The senator that the banker admired embarrassed himself . <eos>,The senator that the banker admired embarrassed himself .
60,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,embarrassed,himself,The mechanics that the senator admired embarrassed himself . <eos>,The mechanics that the senator admired embarrassed himself .
60,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,embarrassed,himself,The senators that the mechanic admired embarrassed himself . <eos>,The senators that the mechanic admired embarrassed himself .
60,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,embarrassed,himself,The bankers that the senator admired embarrassed himself . <eos>,The bankers that the senator admired embarrassed himself .
60,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,embarrassed,himself,The senators that the banker admired embarrassed himself . <eos>,The senators that the banker admired embarrassed himself .
60,admired,embed,local,1,a,rc_subj,number,mechanic,senators,embarrassed,himself,The mechanic that the senators admired embarrassed himself . <eos>,The mechanic that the senators admired embarrassed himself .
60,admired,embed,local,1,b,rc_subj,number,senator,mechanics,embarrassed,himself,The senator that the mechanics admired embarrassed himself . <eos>,The senator that the mechanics admired embarrassed himself .
60,admired,embed,local,1,c,rc_subj,number,banker,senators,embarrassed,himself,The banker that the senators admired embarrassed himself . <eos>,The banker that the senators admired embarrassed himself .
60,admired,embed,local,1,d,rc_subj,number,senator,bankers,embarrassed,himself,The senator that the bankers admired embarrassed himself . <eos>,The senator that the bankers admired embarrassed himself .
61,admired,embed,local,1,a,none,none,mechanic,senator,disguised,himself,The mechanic that the senator admired disguised himself . <eos>,The mechanic that the senator admired disguised himself .
61,admired,embed,local,1,b,none,none,senator,mechanic,disguised,himself,The senator that the mechanic admired disguised himself . <eos>,The senator that the mechanic admired disguised himself .
61,admired,embed,local,1,c,none,none,banker,senator,disguised,himself,The banker that the senator admired disguised himself . <eos>,The banker that the senator admired disguised himself .
61,admired,embed,local,1,d,none,none,senator,banker,disguised,himself,The senator that the banker admired disguised himself . <eos>,The senator that the banker admired disguised himself .
61,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,disguised,himself,The mechanics that the senator admired disguised himself . <eos>,The mechanics that the senator admired disguised himself .
61,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,disguised,himself,The senators that the mechanic admired disguised himself . <eos>,The senators that the mechanic admired disguised himself .
61,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,disguised,himself,The bankers that the senator admired disguised himself . <eos>,The bankers that the senator admired disguised himself .
61,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,disguised,himself,The senators that the banker admired disguised himself . <eos>,The senators that the banker admired disguised himself .
61,admired,embed,local,1,a,rc_subj,number,mechanic,senators,disguised,himself,The mechanic that the senators admired disguised himself . <eos>,The mechanic that the senators admired disguised himself .
61,admired,embed,local,1,b,rc_subj,number,senator,mechanics,disguised,himself,The senator that the mechanics admired disguised himself . <eos>,The senator that the mechanics admired disguised himself .
61,admired,embed,local,1,c,rc_subj,number,banker,senators,disguised,himself,The banker that the senators admired disguised himself . <eos>,The banker that the senators admired disguised himself .
61,admired,embed,local,1,d,rc_subj,number,senator,bankers,disguised,himself,The senator that the bankers admired disguised himself . <eos>,The senator that the bankers admired disguised himself .
