item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
12,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,disguised,themselves,The pilot that the mechanics admired disguised themselves . <eos>,The pilot that the mechanics admired disguised themselves .
12,admired,embed,local,1,c,matrix_subj,number,banker,pilots,disguised,themselves,The banker that the pilots admired disguised themselves . <eos>,The banker that the pilots admired disguised themselves .
12,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,disguised,themselves,The pilot that the bankers admired disguised themselves . <eos>,The pilot that the bankers admired disguised themselves .
13,admired,embed,local,1,a,none,none,mechanics,pilots,hated,themselves,The mechanics that the pilots admired hated themselves . <eos>,The mechanics that the pilots admired hated themselves .
13,admired,embed,local,1,b,none,none,pilots,mechanics,hated,themselves,The pilots that the mechanics admired hated themselves . <eos>,The pilots that the mechanics admired hated themselves .
13,admired,embed,local,1,c,none,none,bankers,pilots,hated,themselves,The bankers that the pilots admired hated themselves . <eos>,The bankers that the pilots admired hated themselves .
13,admired,embed,local,1,d,none,none,pilots,bankers,hated,themselves,The pilots that the bankers admired hated themselves . <eos>,The pilots that the bankers admired hated themselves .
13,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,hated,themselves,The mechanics that the pilot admired hated themselves . <eos>,The mechanics that the pilot admired hated themselves .
13,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,hated,themselves,The pilots that the mechanic admired hated themselves . <eos>,The pilots that the mechanic admired hated themselves .
13,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,hated,themselves,The bankers that the pilot admired hated themselves . <eos>,The bankers that the pilot admired hated themselves .
13,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,hated,themselves,The pilots that the banker admired hated themselves . <eos>,The pilots that the banker admired hated themselves .
13,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,hated,themselves,The mechanic that the pilots admired hated themselves . <eos>,The mechanic that the pilots admired hated themselves .
13,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,hated,themselves,The pilot that the mechanics admired hated themselves . <eos>,The pilot that the mechanics admired hated themselves .
13,admired,embed,local,1,c,matrix_subj,number,banker,pilots,hated,themselves,The banker that the pilots admired hated themselves . <eos>,The banker that the pilots admired hated themselves .
13,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,hated,themselves,The pilot that the bankers admired hated themselves . <eos>,The pilot that the bankers admired hated themselves .
14,admired,embed,local,1,a,none,none,mechanics,pilots,doubted,themselves,The mechanics that the pilots admired doubted themselves . <eos>,The mechanics that the pilots admired doubted themselves .
14,admired,embed,local,1,b,none,none,pilots,mechanics,doubted,themselves,The pilots that the mechanics admired doubted themselves . <eos>,The pilots that the mechanics admired doubted themselves .
14,admired,embed,local,1,c,none,none,bankers,pilots,doubted,themselves,The bankers that the pilots admired doubted themselves . <eos>,The bankers that the pilots admired doubted themselves .
14,admired,embed,local,1,d,none,none,pilots,bankers,doubted,themselves,The pilots that the bankers admired doubted themselves . <eos>,The pilots that the bankers admired doubted themselves .
14,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,doubted,themselves,The mechanics that the pilot admired doubted themselves . <eos>,The mechanics that the pilot admired doubted themselves .
14,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,doubted,themselves,The pilots that the mechanic admired doubted themselves . <eos>,The pilots that the mechanic admired doubted themselves .
14,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,doubted,themselves,The bankers that the pilot admired doubted themselves . <eos>,The bankers that the pilot admired doubted themselves .
14,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,doubted,themselves,The pilots that the banker admired doubted themselves . <eos>,The pilots that the banker admired doubted themselves .
14,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,doubted,themselves,The mechanic that the pilots admired doubted themselves . <eos>,The mechanic that the pilots admired doubted themselves .
14,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,doubted,themselves,The pilot that the mechanics admired doubted themselves . <eos>,The pilot that the mechanics admired doubted themselves .
14,admired,embed,local,1,c,matrix_subj,number,banker,pilots,doubted,themselves,The banker that the pilots admired doubted themselves . <eos>,The banker that the pilots admired doubted themselves .
14,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,doubted,themselves,The pilot that the bankers admired doubted themselves . <eos>,The pilot that the bankers admired doubted themselves .
15,admired,embed,local,1,a,none,none,mechanics,surgeons,hurt,themselves,The mechanics that the surgeons admired hurt themselves . <eos>,The mechanics that the surgeons admired hurt themselves .
15,admired,embed,local,1,b,none,none,surgeons,mechanics,hurt,themselves,The surgeons that the mechanics admired hurt themselves . <eos>,The surgeons that the mechanics admired hurt themselves .
15,admired,embed,local,1,c,none,none,bankers,surgeons,hurt,themselves,The bankers that the surgeons admired hurt themselves . <eos>,The bankers that the surgeons admired hurt themselves .
15,admired,embed,local,1,d,none,none,surgeons,bankers,hurt,themselves,The surgeons that the bankers admired hurt themselves . <eos>,The surgeons that the bankers admired hurt themselves .
15,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,surgeon,hurt,themselves,The mechanics that the surgeon admired hurt themselves . <eos>,The mechanics that the surgeon admired hurt themselves .
15,admired,embed,nonlocal,0,b,rc_subj,number,surgeons,mechanic,hurt,themselves,The surgeons that the mechanic admired hurt themselves . <eos>,The surgeons that the mechanic admired hurt themselves .
15,admired,embed,nonlocal,0,c,rc_subj,number,bankers,surgeon,hurt,themselves,The bankers that the surgeon admired hurt themselves . <eos>,The bankers that the surgeon admired hurt themselves .
15,admired,embed,nonlocal,0,d,rc_subj,number,surgeons,banker,hurt,themselves,The surgeons that the banker admired hurt themselves . <eos>,The surgeons that the banker admired hurt themselves .
15,admired,embed,local,1,a,matrix_subj,number,mechanic,surgeons,hurt,themselves,The mechanic that the surgeons admired hurt themselves . <eos>,The mechanic that the surgeons admired hurt themselves .
15,admired,embed,local,1,b,matrix_subj,number,surgeon,mechanics,hurt,themselves,The surgeon that the mechanics admired hurt themselves . <eos>,The surgeon that the mechanics admired hurt themselves .
15,admired,embed,local,1,c,matrix_subj,number,banker,surgeons,hurt,themselves,The banker that the surgeons admired hurt themselves . <eos>,The banker that the surgeons admired hurt themselves .
15,admired,embed,local,1,d,matrix_subj,number,surgeon,bankers,hurt,themselves,The surgeon that the bankers admired hurt themselves . <eos>,The surgeon that the bankers admired hurt themselves .
16,admired,embed,local,1,a,none,none,mechanics,surgeons,injured,themselves,The mechanics that the surgeons admired injured themselves . <eos>,The mechanics that the surgeons admired injured themselves .
16,admired,embed,local,1,b,none,none,surgeons,mechanics,injured,themselves,The surgeons that the mechanics admired injured themselves . <eos>,The surgeons that the mechanics admired injured themselves .
16,admired,embed,local,1,c,none,none,bankers,surgeons,injured,themselves,The bankers that the surgeons admired injured themselves . <eos>,The bankers that the surgeons admired injured themselves .
16,admired,embed,local,1,d,none,none,surgeons,bankers,injured,themselves,The surgeons that the bankers admired injured themselves . <eos>,The surgeons that the bankers admired injured themselves .
16,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,surgeon,injured,themselves,The mechanics that the surgeon admired injured themselves . <eos>,The mechanics that the surgeon admired injured themselves .
16,admired,embed,nonlocal,0,b,rc_subj,number,surgeons,mechanic,injured,themselves,The surgeons that the mechanic admired injured themselves . <eos>,The surgeons that the mechanic admired injured themselves .
16,admired,embed,nonlocal,0,c,rc_subj,number,bankers,surgeon,injured,themselves,The bankers that the surgeon admired injured themselves . <eos>,The bankers that the surgeon admired injured themselves .
16,admired,embed,nonlocal,0,d,rc_subj,number,surgeons,banker,injured,themselves,The surgeons that the banker admired injured themselves . <eos>,The surgeons that the banker admired injured themselves .
16,admired,embed,local,1,a,matrix_subj,number,mechanic,surgeons,injured,themselves,The mechanic that the surgeons admired injured themselves . <eos>,The mechanic that the surgeons admired injured themselves .
16,admired,embed,local,1,b,matrix_subj,number,surgeon,mechanics,injured,themselves,The surgeon that the mechanics admired injured themselves . <eos>,The surgeon that the mechanics admired injured themselves .
